person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,severity_cons,dur_cons,util_cons,prin_up,prin_vi,moral_int,ESA,CST,loan_status
24,115154,RENT,8,DEBTCONSOLIDATION,C,3000,14.27,0.03,Y,2,0.000781562,0.093333333,0.034285714,0,0.928571429,0.4,0.008045552,0.210499212,0
23,59000,RENT,8,VENTURE,B,17000,10.25,0.29,N,4,0.083559322,0.092,0.388571429,0.5,0.285714286,0.8,-0.231577724,0.181361522,0
23,60000,RENT,7,DEBTCONSOLIDATION,B,25000,10.25,0.42,N,2,0.175,0.083333333,0.285714286,0.5,0.285714286,0.4,-0.194222222,0.144931022,1
22,48000,RENT,3,MEDICAL,A,13000,7.88,0.27,N,2,0.073125,0.043333333,0.371428571,0.5,0.142857143,1,-0.238674603,0.208905704,1
22,39996,RENT,3,VENTURE,A,11000,5.79,0.28,N,2,0.077007701,0.043333333,0.251428571,1,0.142857143,0.8,-0.23170999,0.222854765,0
24,7800,RENT,1,EDUCATION,B,1000,11.36,0.13,N,4,0.016666667,0.022,0.025714286,1,0.285714286,0.9,-0.146311111,0.23742713,0
22,54996,RENT,6,EDUCATION,C,2500,14.35,0.05,Y,4,0.002272893,0.072,0.064285714,0,0.928571429,0.9,-0.034663248,0.236599411,0
24,16800,MORTGAGE,0,EDUCATION,A,3900,12,0.23,N,2,0.053392857,0.013333333,0.100285714,1,0.142857143,0.9,-0.185107937,0.236133492,1
26,53000,MORTGAGE,1,EDUCATION,A,8000,12,0.15,N,3,0.022641509,0.0225,0.205714286,0.5,0.142857143,0.9,-0.167466307,0.202835788,0
23,40000,MORTGAGE,7,DEBTCONSOLIDATION,C,6000,14.79,0.15,Y,3,0.0225,0.0825,0.068571429,0,0.928571429,0.4,-0.004,0.208845626,0
22,54000,MORTGAGE,5,MEDICAL,B,7000,10.65,0.13,N,2,0.016851852,0.063333333,0.2,0.5,0.285714286,1,-0.171858907,0.209374941,0
21,65000,MORTGAGE,5,EDUCATION,A,10000,6.03,0.15,N,3,0.023076923,0.0625,0.257142857,0.5,0.142857143,0.9,-0.19196337,0.200255914,0
24,80000,RENT,3,VENTURE,C,20000,13.06,0.25,Y,3,0.0625,0.0425,0.457142857,0,0.928571429,0.8,-0.139619048,0.223137119,0
26,60000,MORTGAGE,8,HOMEIMPROVEMENT,B,12000,10.65,0.2,N,2,0.04,0.093333333,0.171428571,0.5,0.285714286,0.5,-0.138412698,0.159959351,0
24,24000,RENT,0,VENTURE,D,7000,15.62,0.29,N,4,0.084583333,0.012,0.16,1,0.571428571,0.8,-0.166707937,0.223573385,1
22,91800,MORTGAGE,0,MEDICAL,D,16800,15.62,0.16,Y,4,0.029281046,0.012,0.48,0,1,1,-0.139008279,0.245239976,1
24,121000,RENT,8,PERSONAL,A,20000,8.9,0.17,N,4,0.028099174,0.092,0.342857143,0.5,0.142857143,0.6,-0.200026446,0.170003077,0
24,50004,OWN,2,VENTURE,B,10000,11.12,0.2,N,2,0.0399968,0.033333333,0.228571429,0.5,0.285714286,0.8,-0.16164994,0.188257071,0
24,145000,MORTGAGE,0,PERSONAL,B,7000,10.99,0.05,N,2,0.002413793,0.013333333,0.12,0.5,0.285714286,0.6,-0.101342091,0.175943124,0
21,8088,RENT,-1,MEDICAL,C,1200,15.23,0.15,Y,2,0.022255193,0.013333333,0.034285714,0.5,0.928571429,1,-0.064347417,0.239021546,0
23,35000,MORTGAGE,7,MEDICAL,C,5000,12.98,0.14,N,2,0.02,0.083333333,0.142857143,1,0.428571429,1,-0.191365079,0.235434913,1
26,55000,MORTGAGE,4,PERSONAL,A,10000,7.51,0.18,N,2,0.032727273,0.053333333,0.171428571,0.5,0.142857143,0.6,-0.145235209,0.172067251,1
26,83004,RENT,7,VENTURE,A,5450,7.9,0.07,N,3,0.004596164,0.0825,0.124571429,0.5,0.142857143,0.8,-0.14901612,0.192613218,0
25,51000,MORTGAGE,6,EDUCATION,E,16750,16.4,0.33,N,3,0.108382353,0.0725,0.430714286,0.5,0.714285714,0.9,-0.21794958,0.198069821,0
22,84600,MORTGAGE,4,VENTURE,A,6000,12,0.07,N,4,0.004964539,0.052,0.137142857,0.5,0.142857143,0.8,-0.144333401,0.193466843,0
26,88900,OWN,2,PERSONAL,B,5000,11.83,0.06,N,4,0.003374578,0.032,0.085714286,0.5,0.285714286,0.6,-0.097433221,0.176084837,0
25,109000,MORTGAGE,9,DEBTCONSOLIDATION,A,14000,9.63,0.13,N,2,0.016697248,0.103333333,0.16,0.5,0.142857143,0.4,-0.13524625,0.156171786,0
23,96000,RENT,7,EDUCATION,A,7300,8.49,0.08,N,4,0.006083333,0.082,0.187714286,0.5,0.142857143,0.9,-0.17411746,0.201394228,0
26,60000,MORTGAGE,3,PERSONAL,C,30000,14.27,0.5,Y,3,0.25,0.0425,0.514285714,0,0.928571429,0.6,0.188857143,0.207503758,0
26,70000,MORTGAGE,0,HOMEIMPROVEMENT,D,8000,14.84,0.11,N,3,0.012571429,0.0125,0.114285714,0.5,0.571428571,0.5,-0.071447619,0.179611224,0
22,35000,RENT,1,DEBTCONSOLIDATION,B,8000,9.2,0.23,N,4,0.052571429,0.022,0.091428571,1,0.285714286,0.4,-0.133409524,0.210778045,0
25,72000,RENT,2,MEDICAL,B,10000,10.37,0.14,N,4,0.019444444,0.032,0.285714286,0.5,0.285714286,1,-0.187051852,0.209289723,0
21,31200,RENT,1,EDUCATION,D,6000,16.89,0.19,Y,4,0.036538462,0.022,0.154285714,0.5,1,0.9,-0.088753114,0.230616484,1
24,65000,RENT,1,MEDICAL,B,6400,9.99,0.1,N,3,0.009846154,0.0225,0.182857143,0.5,0.285714286,1,-0.154530403,0.212120886,0
26,51600,RENT,10,EDUCATION,B,14000,10.37,0.27,N,2,0.073255814,0.113333333,0.36,0.5,0.285714286,0.9,-0.234899963,0.190887003,1
23,70550,RENT,0,MEDICAL,E,14000,17.51,0.17,Y,2,0.03373494,0.013333333,0.4,0,1,1,-0.119218206,0.244704027,1
26,63000,MORTGAGE,10,HOMEIMPROVEMENT,A,3500,7.68,0.06,N,4,0.003333333,0.112,0.05,0.5,0.142857143,0.5,-0.112660317,0.167113724,0
22,72000,MORTGAGE,3,EDUCATION,B,5000,12,0.07,N,3,0.004861111,0.0425,0.128571429,0.5,0.285714286,0.9,-0.136058201,0.202385008,0
24,75000,MORTGAGE,-1,PERSONAL,A,7000,7.66,0.09,N,3,0.0084,0.0125,0.12,0.5,0.142857143,0.6,-0.114144762,0.176591632,0
21,102000,RENT,5,VENTURE,D,10000,12,0.1,Y,3,0.009803922,0.0625,0.228571429,0,1,0.8,-0.064233427,0.23149684,0
25,86004,RENT,1,PERSONAL,C,15000,12.53,0.17,N,4,0.029649784,0.022,0.257142857,0.5,0.428571429,0.6,-0.13605899,0.173301721,0
25,42000,RENT,4,VENTURE,A,1925,6.17,0.05,N,2,0.002291667,0.053333333,0.044,0.5,0.142857143,0.8,-0.119138095,0.196621612,0
23,58000,MORTGAGE,8,VENTURE,C,8000,13.61,0.14,Y,4,0.019310345,0.092,0.182857143,0,0.928571429,0.8,-0.068158949,0.224607043,0
25,82000,RENT,2,PERSONAL,A,9200,6.03,0.11,N,3,0.012341463,0.0325,0.157714286,0.5,0.142857143,0.6,-0.130586295,0.174492779,0
22,30000,RENT,0,EDUCATION,C,6300,13.22,0.21,Y,3,0.0441,0.0125,0.162,0.5,0.928571429,0.9,-0.096007619,0.22508546,0
26,117000,MORTGAGE,4,VENTURE,A,14400,12,0.12,N,4,0.014769231,0.052,0.329142857,0.5,0.142857143,0.8,-0.198147985,0.190811667,0
26,92040,MORTGAGE,6,VENTURE,A,10000,12,0.11,N,3,0.011951326,0.0725,0.228571429,0.5,0.142857143,0.8,-0.176044163,0.190419002,0
24,28800,RENT,2,MEDICAL,B,8875,12,0.31,N,4,0.095529514,0.032,0.253571429,1,0.285714286,1,-0.238769775,0.232188304,1
21,33009,OWN,5,VENTURE,B,12000,11.48,0.36,N,4,0.130873398,0.062,0.274285714,1,0.285714286,0.8,-0.24571862,0.214758795,0
25,54000,RENT,3,DEBTCONSOLIDATION,D,7000,15.62,0.13,N,3,0.016851852,0.0425,0.08,0.5,0.571428571,0.4,-0.063446208,0.17501023,1
25,30000,OWN,4,EDUCATION,D,10000,14.61,0.33,N,3,0.11,0.0525,0.257142857,1,0.571428571,0.9,-0.218190476,0.221820711,0
22,28880,MORTGAGE,4,MEDICAL,A,2000,8.59,0.07,N,4,0.004847645,0.052,0.057142857,1,0.142857143,1,-0.178968896,0.245585485,0
23,34000,RENT,1,PERSONAL,C,9500,12,0.28,Y,4,0.078235294,0.022,0.162857143,0.5,0.928571429,0.6,-0.083872269,0.206496611,1
22,34560,RENT,2,HOMEIMPROVEMENT,E,1200,19.29,0.03,N,2,0.001041667,0.033333333,0.017142857,1,0.714285714,0.5,-0.076595238,0.227700373,1
25,74004,RENT,2,VENTURE,E,20000,15.95,0.27,N,3,0.072969029,0.0325,0.457142857,0.5,0.714285714,0.8,-0.196886979,0.195702432,1
25,57500,MORTGAGE,5,HOMEIMPROVEMENT,C,12275,12,0.21,N,3,0.044830435,0.0625,0.175357143,0.5,0.428571429,0.5,-0.12109764,0.164659809,0
25,120000,MORTGAGE,6,EDUCATION,B,10000,12,0.08,N,2,0.006666667,0.073333333,0.257142857,0.5,0.285714286,0.9,-0.179047619,0.197782098,0
25,36000,RENT,6,PERSONAL,B,15000,12,0.42,N,3,0.175,0.0725,0.257142857,1,0.285714286,0.6,-0.239714286,0.203169921,1
24,74400,RENT,1,MEDICAL,A,3500,7.29,0.05,N,3,0.002352151,0.0225,0.1,0.5,0.142857143,1,-0.141865335,0.216970811,0
24,95000,RENT,5,VENTURE,B,14000,12,0.15,N,4,0.022105263,0.062,0.32,0.5,0.285714286,0.8,-0.188904261,0.186789572,0
23,70000,RENT,1,VENTURE,A,3500,5.42,0.05,N,2,0.0025,0.023333333,0.08,0.5,0.142857143,0.8,-0.120793651,0.196525297,0
23,36000,RENT,4,MEDICAL,D,6500,17.49,0.18,Y,4,0.0325,0.052,0.185714286,0.5,1,1,-0.112057143,0.234782192,1
22,30000,RENT,2,VENTURE,B,3600,10.99,0.12,N,4,0.0144,0.032,0.082285714,1,0.285714286,0.8,-0.155459048,0.228151188,0
22,18000,OWN,1,EDUCATION,D,5400,15.31,0.3,Y,4,0.09,0.022,0.138857143,0.5,1,0.9,-0.098895238,0.228454057,1
21,12000,RENT,3,VENTURE,B,1600,10.59,0.13,N,2,0.017333333,0.043333333,0.036571429,1,0.285714286,0.8,-0.147073016,0.229448163,0
25,52000,RENT,9,VENTURE,C,16000,13.98,0.31,N,4,0.095384615,0.102,0.365714286,0.5,0.428571429,0.8,-0.219873993,0.179557204,1
25,48000,MORTGAGE,3,DEBTCONSOLIDATION,C,1400,14.79,0.03,N,3,0.000875,0.0425,0.016,0.5,0.428571429,0.4,-0.053547619,0.170314087,0
25,89000,MORTGAGE,9,MEDICAL,A,14000,7.49,0.16,N,2,0.025168539,0.103333333,0.4,0.5,0.142857143,1,-0.249505261,0.208657946,0
24,150000,RENT,8,PERSONAL,B,5000,12,0.03,N,2,0.001,0.093333333,0.085714286,0.5,0.285714286,0.6,-0.113155556,0.173373153,0
24,101000,OWN,5,VENTURE,B,24250,12.53,0.24,N,3,0.057623762,0.0625,0.554285714,0.5,0.285714286,0.8,0.260985384,0.18846004,0
22,63000,RENT,2,VENTURE,A,5000,7.74,0.08,N,4,0.006349206,0.032,0.114285714,0.5,0.142857143,0.8,-0.133274074,0.19489374,0
25,80004,RENT,5,HOMEIMPROVEMENT,B,10000,9.62,0.12,N,4,0.01499925,0.062,0.142857143,0.5,0.285714286,0.5,-0.115771229,0.164107309,0
23,46000,RENT,2,PERSONAL,F,12800,19.41,0.28,Y,2,0.077913043,0.033333333,0.219428571,0,1,0.6,-0.056179986,0.219555137,1
23,42996,RENT,2,MEDICAL,C,6000,12.84,0.14,Y,3,0.019536701,0.0325,0.171428571,0,0.928571429,1,-0.065305025,0.242061552,0
24,50000,MORTGAGE,2,EDUCATION,A,12500,9.32,0.25,N,3,0.0625,0.0325,0.321428571,0.5,0.142857143,0.9,-0.211619048,0.199398009,0
22,91234,MORTGAGE,6,MEDICAL,B,12000,11.83,0.13,N,2,0.017098889,0.073333333,0.342857143,0.5,0.285714286,1,-0.212686688,0.206843049,0
22,69600,RENT,6,DEBTCONSOLIDATION,C,1350,12.68,0.02,Y,3,0.000387931,0.0725,0.015428571,0,0.928571429,0.4,0.018734647,0.211698674,0
22,20000,RENT,2,PERSONAL,B,4000,9.45,0.2,N,3,0.04,0.0325,0.068571429,1,0.285714286,0.6,-0.142761905,0.217295592,0
26,14400,RENT,1,DEBTCONSOLIDATION,D,2000,17.49,0.14,Y,3,0.019444444,0.0225,0.022857143,0.5,1,0.4,-0.009280423,0.217575449,1
22,82000,MORTGAGE,6,EDUCATION,B,10750,9.25,0.13,N,3,0.017042683,0.0725,0.276428571,0.5,0.285714286,0.9,-0.186735192,0.196935119,0
24,93000,RENT,2,HOMEIMPROVEMENT,B,2100,9.91,0.02,N,2,0.000451613,0.033333333,0.03,0.5,0.285714286,0.5,-0.074152176,0.171008076,1
23,75000,RENT,3,PERSONAL,B,10000,11.86,0.13,N,2,0.017333333,0.043333333,0.171428571,0.5,0.285714286,0.6,-0.127034921,0.171872473,0
25,56000,RENT,1,PERSONAL,B,6000,10.74,0.11,N,2,0.011785714,0.023333333,0.102857143,0.5,0.285714286,0.6,-0.101936508,0.175413677,0
24,52800,RENT,1,DEBTCONSOLIDATION,C,8000,12.87,0.15,N,4,0.022727273,0.022,0.091428571,0.5,0.428571429,0.4,-0.074022511,0.166470439,0
24,44000,MORTGAGE,5,DEBTCONSOLIDATION,D,22800,17.27,0.52,N,3,0.269454545,0.0625,0.260571429,0.5,0.571428571,0.4,-0.184292641,0.155472483,1
25,62400,OWN,-1,DEBTCONSOLIDATION,D,15000,17.58,0.24,N,3,0.057692308,0.0125,0.171428571,0.5,0.571428571,0.4,-0.090717949,0.171032662,0
25,57500,RENT,4,EDUCATION,C,6000,11.28,0.1,N,3,0.010434783,0.0525,0.154285714,0.5,0.428571429,0.9,-0.135639752,0.201540014,1
22,71500,RENT,2,EDUCATION,C,6400,13.11,0.09,N,4,0.008055944,0.032,0.164571429,0.5,0.428571429,0.9,-0.132281585,0.20242821,0
22,41838,RENT,0,PERSONAL,D,6600,16.89,0.16,N,3,0.025240212,0.0125,0.113142857,0.5,0.571428571,0.6,-0.082521199,0.184497308,1
22,50000,RENT,1,EDUCATION,A,11000,12,0.22,N,3,0.0484,0.0225,0.282857143,0.5,0.142857143,0.9,-0.194906667,0.200733982,0
23,36000,OWN,-1,VENTURE,A,5500,5.42,0.15,N,3,0.022916667,0.0125,0.125714286,1,0.142857143,0.8,-0.175539683,0.23001457,0
25,78000,MORTGAGE,0,HOMEIMPROVEMENT,B,25000,9.64,0.32,N,4,0.102564103,0.012,0.357142857,0.5,0.285714286,0.5,-0.18293138,0.160759023,0
21,44000,RENT,6,VENTURE,D,10000,14.74,0.23,Y,3,0.052272727,0.0725,0.228571429,0,1,0.8,-0.078225108,0.22920345,0
23,64000,RENT,0,MEDICAL,C,12000,13.16,0.19,Y,4,0.035625,0.012,0.342857143,0,0.928571429,1,-0.109842857,0.239741671,0
23,100000,MORTGAGE,4,EDUCATION,C,10000,12.87,0.1,N,4,0.01,0.052,0.257142857,0.5,0.428571429,0.9,-0.162819048,0.198938206,0
23,58000,MORTGAGE,7,MEDICAL,C,7200,11.97,0.12,N,2,0.014896552,0.083333333,0.205714286,0.5,0.428571429,1,-0.166766065,0.208371905,1
26,54000,RENT,2,PERSONAL,C,6600,11.97,0.12,N,3,0.014666667,0.0325,0.113142857,0.5,0.428571429,0.6,-0.096463492,0.177346453,0
22,42500,RENT,0,EDUCATION,C,5000,12.98,0.12,N,4,0.014117647,0.012,0.128571429,0.5,0.428571429,0.9,-0.118964706,0.204354618,0
23,67000,RENT,3,EDUCATION,A,25000,7.9,0.37,N,3,0.138059701,0.0425,0.642857143,0.5,0.142857143,0.9,0.320149254,0.202293528,1
24,40000,MORTGAGE,8,MEDICAL,A,4000,7.14,0.1,N,2,0.01,0.093333333,0.114285714,0.5,0.142857143,1,-0.166603175,0.213476579,0
24,24000,RENT,2,EDUCATION,D,3500,15.65,0.15,Y,4,0.021875,0.032,0.09,0.5,1,0.9,-0.070366667,0.233562514,1
22,40680,RENT,2,EDUCATION,B,6000,11.36,0.15,N,4,0.022123894,0.032,0.154285714,0.5,0.285714286,0.9,-0.144718753,0.201202706,1
23,64000,MORTGAGE,0,DEBTCONSOLIDATION,D,12000,15.62,0.19,Y,4,0.035625,0.012,0.137142857,0,1,0.4,-0.001271429,0.217087642,1
25,122000,MORTGAGE,8,DEBTCONSOLIDATION,C,10000,13.57,0.08,Y,4,0.006557377,0.092,0.114285714,0,0.928571429,0.4,-0.014472443,0.207984999,0
22,59000,OTHER,3,HOMEIMPROVEMENT,D,12000,12,0.2,Y,4,0.040677966,0.042,0.171428571,0,1,0.5,-0.027761743,0.217727851,1
26,126000,MORTGAGE,4,DEBTCONSOLIDATION,C,7500,13.92,0.06,N,2,0.003571429,0.053333333,0.085714286,0.5,0.428571429,0.4,-0.075746032,0.166155821,0
25,65000,OWN,9,HOMEIMPROVEMENT,C,7000,11.66,0.11,Y,3,0.011846154,0.1025,0.1,0,0.928571429,0.5,-0.02287326,0.210880621,0
25,77700,RENT,2,EDUCATION,B,14000,10.99,0.18,N,2,0.032432432,0.033333333,0.36,0.5,0.285714286,0.9,-0.202680395,0.197704029,0
21,36000,RENT,3,DEBTCONSOLIDATION,C,5000,12.99,0.14,N,4,0.019444444,0.042,0.057142857,1,0.428571429,0.4,-0.109337566,0.213618547,0
25,75600,MORTGAGE,7,MEDICAL,C,15000,12.68,0.2,Y,3,0.03968254,0.0825,0.428571429,0,0.928571429,1,-0.152582011,0.236147804,0
22,183000,MORTGAGE,3,EDUCATION,A,1000,12,0.01,N,2,5.46448E-05,0.043333333,0.025714286,0.5,0.142857143,0.9,-0.118998699,0.208156413,0
22,35000,MORTGAGE,6,DEBTCONSOLIDATION,A,8000,5.79,0.23,N,3,0.052571429,0.0725,0.091428571,1,0.142857143,0.4,-0.158304762,0.210707541,0
25,57000,RENT,5,MEDICAL,D,9600,14.46,0.17,N,3,0.028631579,0.0625,0.274285714,0.5,0.571428571,1,-0.171730326,0.209554342,1
23,120000,RENT,7,DEBTCONSOLIDATION,B,25000,9.99,0.21,N,2,0.04375,0.083333333,0.285714286,0.5,0.285714286,0.4,-0.159222222,0.153033081,0
22,54252,MORTGAGE,6,PERSONAL,A,3500,6.39,0.06,N,4,0.003870825,0.072,0.06,0.5,0.142857143,0.6,-0.112803649,0.176177793,0
23,11000,OWN,0,VENTURE,A,1400,9.32,0.13,N,4,0.016545455,0.012,0.032,1,0.142857143,0.8,-0.148716883,0.233687818,0
23,105000,RENT,7,MEDICAL,B,7200,11.71,0.07,N,2,0.0048,0.083333333,0.205714286,0.5,0.285714286,1,-0.175502222,0.209008256,0
26,85000,MORTGAGE,0,MEDICAL,B,8000,12,0.09,N,4,0.008470588,0.012,0.228571429,0.5,0.285714286,1,-0.163554062,0.211771999,0
24,85000,MORTGAGE,1,PERSONAL,A,4400,7.4,0.05,N,3,0.002588235,0.0225,0.075428571,0.5,0.142857143,0.6,-0.10337591,0.177749789,0
22,27000,RENT,5,DEBTCONSOLIDATION,B,2925,10.71,0.11,N,3,0.011916667,0.0625,0.033428571,1,0.285714286,0.4,-0.117901587,0.213100856,0
22,30000,OWN,5,VENTURE,B,3000,10.36,0.1,N,2,0.01,0.063333333,0.068571429,1,0.285714286,0.8,-0.158984127,0.227519272,0
25,47052,RENT,5,EDUCATION,B,21250,10.99,0.45,N,2,0.203232594,0.063333333,0.546428571,0.5,0.285714286,0.9,0.30594139,0.18949262,1
24,47928,RENT,1,MEDICAL,B,6000,12.53,0.13,N,3,0.016274412,0.0225,0.171428571,0.5,0.285714286,1,-0.153196986,0.212076715,0
25,105000,MORTGAGE,9,HOMEIMPROVEMENT,C,4800,15.23,0.05,Y,2,0.002285714,0.103333333,0.068571429,0,0.928571429,0.5,-0.012165079,0.212208742,0
23,38400,RENT,7,DEBTCONSOLIDATION,C,3600,13.61,0.09,Y,3,0.0084375,0.0825,0.041142857,0.5,0.928571429,0.4,-0.032935714,0.207341535,0
22,24432,RENT,0,EDUCATION,B,2000,11.36,0.08,N,3,0.006548788,0.0125,0.051428571,1,0.285714286,0.9,-0.14793682,0.237220181,0
26,46800,MORTGAGE,3,DEBTCONSOLIDATION,B,12725,12.42,0.27,N,3,0.073413462,0.0425,0.145428571,0.5,0.285714286,0.4,-0.118834066,0.1554769,0
24,40000,RENT,-1,PERSONAL,D,3000,17.27,0.07,Y,2,0.00525,0.013333333,0.051428571,0,1,0.6,0.013330159,0.227139628,1
22,60000,MORTGAGE,7,EDUCATION,B,12000,10,0.2,N,3,0.04,0.0825,0.308571429,0.5,0.285714286,0.9,-0.204095238,0.194721955,0
25,38000,RENT,1,EDUCATION,A,10000,7.49,0.26,N,2,0.068421053,0.023333333,0.257142857,1,0.142857143,0.9,-0.233610693,0.230652783,0
24,59600,RENT,8,PERSONAL,A,10000,5.99,0.17,N,4,0.02852349,0.092,0.171428571,0.5,0.142857143,0.6,-0.154425312,0.170543641,0
24,95000,RENT,0,MEDICAL,A,4000,7.9,0.04,N,4,0.001684211,0.012,0.114285714,0.5,0.142857143,1,-0.142696742,0.217036774,0
23,62000,RENT,0,EDUCATION,C,10000,14.27,0.16,Y,2,0.025806452,0.013333333,0.257142857,0,0.928571429,0.9,-0.07672299,0.233269596,0
22,18996,RENT,3,PERSONAL,D,3200,15.28,0.17,N,2,0.028637608,0.043333333,0.054857143,1,0.571428571,0.6,-0.116106537,0.220889741,1
22,50000,OWN,1,EDUCATION,A,3600,12,0.07,N,3,0.00504,0.0225,0.092571429,0.5,0.142857143,0.9,-0.132601143,0.206370925,0
26,32450,MORTGAGE,5,HOMEIMPROVEMENT,A,3250,6.99,0.1,N,2,0.010015408,0.063333333,0.046428571,1,0.142857143,0.5,-0.140512045,0.216873919,0
23,38000,RENT,7,PERSONAL,B,12000,11.71,0.32,N,4,0.101052632,0.082,0.205714286,1,0.285714286,0.6,-0.208814035,0.207220173,1
22,48000,RENT,7,VENTURE,E,7500,17.04,0.16,Y,2,0.025,0.083333333,0.171428571,0,1,0.8,-0.058603175,0.231183081,0
21,27200,RENT,0,EDUCATION,C,5000,12,0.18,N,3,0.033088235,0.0125,0.128571429,1,0.428571429,0.9,-0.164156863,0.231966678,0
26,12000,OWN,2,HOMEIMPROVEMENT,A,6100,7.51,0.51,N,4,0.25925,0.032,0.087142857,1,0.142857143,0.5,-0.20947619,0.209434474,1
25,117014,MORTGAGE,5,EDUCATION,A,8400,7.29,0.07,N,3,0.00502504,0.0625,0.216,0.5,0.142857143,0.9,-0.176178106,0.201739404,0
22,12000,RENT,0,EDUCATION,C,1000,13.57,0.08,N,2,0.006666667,0.013333333,0.025714286,1,0.428571429,0.9,-0.129904762,0.237805394,1
23,85000,RENT,2,EDUCATION,B,5000,11.58,0.06,N,3,0.003529412,0.0325,0.128571429,0.5,0.285714286,0.9,-0.133036415,0.202932878,0
22,31200,RENT,6,EDUCATION,B,12000,10.39,0.38,N,2,0.146153846,0.073333333,0.308571429,1,0.285714286,0.9,-0.269958486,0.218957508,1
22,69000,MORTGAGE,6,DEBTCONSOLIDATION,D,10000,15.62,0.14,N,3,0.020289855,0.0725,0.114285714,0.5,0.571428571,0.4,-0.081505866,0.171711556,1
23,40000,RENT,6,EDUCATION,B,15000,11.71,0.38,N,3,0.1425,0.0725,0.385714286,0.5,0.285714286,0.9,-0.249333333,0.189466223,1
25,36000,RENT,0,MEDICAL,B,10000,11.11,0.28,N,3,0.077777778,0.0125,0.285714286,1,0.285714286,1,-0.237407407,0.233403279,0
26,54000,RENT,6,VENTURE,A,10000,7.9,0.19,N,3,0.035185185,0.0725,0.228571429,0.5,0.142857143,0.8,-0.182239859,0.189156684,0
23,43000,RENT,1,DEBTCONSOLIDATION,A,3000,8.49,0.07,N,3,0.004883721,0.0225,0.034285714,0.5,0.142857143,0.4,-0.077016611,0.16417251,0
24,35000,OWN,1,MEDICAL,D,7000,16.29,0.2,N,4,0.04,0.022,0.2,1,0.571428571,1,-0.184152381,0.236198791,0
23,115000,RENT,2,EDUCATION,A,35000,7.9,0.3,N,4,0.091304348,0.032,0.9,0.5,0.142857143,0.9,0.373452588,0.220167721,0
23,55000,RENT,5,VENTURE,B,20000,12.53,0.36,N,3,0.130909091,0.0625,0.457142857,0.5,0.285714286,0.8,-0.254623377,0.181407262,1
23,24000,RENT,4,EDUCATION,C,12250,13.16,0.51,N,3,0.2603125,0.0525,0.315,1,0.428571429,0.9,-0.285130952,0.21278694,1
25,96000,MORTGAGE,0,MEDICAL,B,5000,11.83,0.05,N,4,0.002604167,0.012,0.142857143,0.5,0.285714286,1,-0.13913254,0.21406864,0
26,84191,MORTGAGE,5,PERSONAL,A,9000,6.62,0.11,N,3,0.011758977,0.0625,0.154285714,0.5,0.142857143,0.6,-0.137516679,0.17316797,0
23,54586,RENT,5,EDUCATION,B,19000,11.14,0.35,N,4,0.121826109,0.062,0.488571429,0.5,0.285714286,0.9,-0.268448867,0.192197024,1
23,20400,RENT,5,EDUCATION,D,5500,12,0.27,N,2,0.072794118,0.063333333,0.141428571,1,0.571428571,0.9,-0.180300654,0.227727916,0
24,138000,RENT,4,PERSONAL,C,5000,13.23,0.04,Y,4,0.001449275,0.052,0.085714286,0,0.928571429,0.6,-0.010824569,0.217632236,1
23,39000,RENT,1,PERSONAL,B,12000,10.99,0.31,N,2,0.095384615,0.023333333,0.205714286,1,0.285714286,0.6,-0.19165812,0.210591336,1
25,69000,MORTGAGE,9,VENTURE,A,25000,6.99,0.36,N,4,0.130434783,0.102,0.571428571,0.5,0.142857143,0.8,0.30693499,0.187264822,0
25,30000,MORTGAGE,3,HOMEIMPROVEMENT,A,12000,5.99,0.4,N,4,0.16,0.042,0.171428571,1,0.142857143,0.5,-0.208152381,0.208132577,1
22,70000,MORTGAGE,4,VENTURE,B,13750,10.75,0.2,N,3,0.039285714,0.0525,0.314285714,0.5,0.285714286,0.8,-0.189428571,0.186273455,0
22,29570,RENT,6,MEDICAL,D,8000,14.42,0.27,N,3,0.073047007,0.0725,0.228571429,1,0.571428571,1,-0.21405063,0.230306852,1
26,90000,MORTGAGE,10,PERSONAL,B,13000,10.59,0.14,N,3,0.020222222,0.1125,0.222857143,0.5,0.285714286,0.6,-0.159964021,0.166949428,0
25,54996,MORTGAGE,0,HOMEIMPROVEMENT,A,10000,8.94,0.18,N,4,0.032729653,0.012,0.142857143,0.5,0.142857143,0.5,-0.118594574,0.166680768,0
23,60000,MORTGAGE,7,DEBTCONSOLIDATION,A,15000,7.9,0.25,N,3,0.0625,0.0825,0.171428571,0.5,0.142857143,0.4,-0.144952381,0.154094164,0
24,55000,RENT,0,DEBTCONSOLIDATION,B,4000,11.26,0.07,N,3,0.005090909,0.0125,0.045714286,0.5,0.285714286,0.4,-0.066024242,0.164885546,0
23,48756,RENT,5,EDUCATION,B,4800,11.36,0.1,N,4,0.009844942,0.062,0.123428571,0.5,0.285714286,0.9,-0.141215794,0.201391331,0
26,72000,MORTGAGE,7,MEDICAL,B,16000,10.59,0.22,N,4,0.048888889,0.082,0.457142857,0.5,0.285714286,1,-0.253951323,0.204838275,0
